category_name,category_created_by,category_created_date,project_created_by,project_created_date,project_description,project_end_date,project_start_date,project_story_name,epic_created_by,epic_created_date,epic_description,epic_end_date,epic_epic_name,epic_start_date,story_closed_by,story_created_by,story_created_date,story_description,story_end_date,story_start_date,story_STATUS,story_task_name,story_updated_date,
People,Ha G,2014-06-16 07:00:00,Prarthana Jairath,2015-07-06 07:35:06,,,,JAS_Performance Management,Prarthana Jairath,2015-07-06 07:35:49,,,"Formulate a simple, transparent and easy to follow system for employee evaluations and appraisal",,,Prarthana Jairath,2015-07-06 07:41:49,,,,0,Integrate it with JAZZ HRMS,2015-07-06 07:41:56,
People,Ha G,2014-06-16 07:00:00,Prarthana Jairath,2015-07-06 07:44:58,,,,JAS_Compensation Planning,Prarthana Jairath,2015-07-06 07:45:24,,,Increment Planning,,,Prarthana Jairath,2015-07-06 07:45:45,,,,0,Increment slab to be worked out,2015-07-06 07:45:51,
People,Ha G,2014-06-16 07:00:00,Prarthana Jairath,2015-07-06 07:44:58,,,,JAS_Compensation Planning,Prarthana Jairath,2015-07-06 07:45:24,,,Increment Planning,,,Prarthana Jairath,2015-07-06 07:46:22,,,,0,New benifits structure to be defined in the salary,2015-07-06 07:46:29,
People,Ha G,2014-06-16 07:00:00,Prarthana Jairath,2015-07-06 07:44:58,,,,JAS_Compensation Planning,Prarthana Jairath,2015-07-06 07:46:09,,,Benefits Planning,,,,,,,,,,,
People,Ha G,2014-06-16 07:00:00,Prarthana Jairath,2015-07-06 07:46:48,,,,JAS_Rainbow Management,Prarthana Jairath,2015-07-06 07:47:16,,,Publish the Rainbow Scheme,,,Prarthana Jairath,2015-07-06 07:50:49,,,,0,Get approval from Suresh,2015-07-06 07:51:05,
People,Ha G,2014-06-16 07:00:00,Prarthana Jairath,2015-07-06 07:46:48,,,,JAS_Rainbow Management,Prarthana Jairath,2015-07-06 07:48:36,,,ESOP Vesting Planning,,,Prarthana Jairath,2015-07-06 07:51:42,,,,0,ACRA Approval Process,2015-07-06 07:51:52,
People,Ha G,2014-06-16 07:00:00,Prarthana Jairath,2015-07-06 07:46:48,,,,JAS_Rainbow Management,Prarthana Jairath,2015-07-06 07:48:36,,,ESOP Vesting Planning,,,Prarthana Jairath,2015-07-06 07:52:22,,,,0,Publish official vesting letters to employees,2015-07-06 07:52:32,
People,Ha G,2014-06-16 07:00:00,Prarthana Jairath,2015-07-06 07:46:48,,,,JAS_Rainbow Management,Prarthana Jairath,2015-07-06 07:48:36,,,ESOP Vesting Planning,,,Prarthana Jairath,2015-07-06 07:53:18,,,,0,Publish Anand's vesting letter to Hamsini,2015-07-06 07:53:27,
People,Ha G,2014-06-16 07:00:00,Prarthana Jairath,2015-07-06 07:46:48,,,,JAS_Rainbow Management,Prarthana Jairath,2015-07-06 07:49:08,,,Tax Implications - Monitoring,,,Prarthana Jairath,2015-07-06 07:56:40,,,,0,Accounting of rainbow shares,2015-07-06 07:56:51,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-04-30 04:12:15,,,,Launch Kaleidoscope,Meghana Jagadish Upasani,2015-04-30 04:12:43,,,Launch Kaleidoscope v1.0,,Meghana Jagadish Upasani,Bella Yona,2015-04-30 04:13:35,,,2015-05-20 10:07:52,4,Rejig the common stories & Main Stories across all verticals,2015-07-03 08:07:10,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-04-30 04:12:15,,,,Launch Kaleidoscope,Meghana Jagadish Upasani,2015-04-30 04:12:43,,,Launch Kaleidoscope v1.0,,Meghana Jagadish Upasani,Bella Yona,2015-04-30 04:13:41,,2015-07-03 08:07:14,2015-07-03 08:07:14,4,Create use cases across all verticals,2015-07-03 08:07:15,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-04-30 04:12:15,,,,Launch Kaleidoscope,Meghana Jagadish Upasani,2015-04-30 04:12:43,,,Launch Kaleidoscope v1.0,,Meghana Jagadish Upasani,Muthukumaran M,2015-04-30 04:13:46,,,2015-07-03 08:07:19,4,Vizualize and conversion to ppt format to be shared on slideshare,2015-07-03 08:07:19,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-04-30 04:12:15,,,,Launch Kaleidoscope,Meghana Jagadish Upasani,2015-04-30 04:12:43,,,Launch Kaleidoscope v1.0,,Meghana Jagadish Upasani,Muthukumaran M,2015-04-30 04:13:52,,,2015-07-03 08:07:21,4,Redevelop the front end,2015-07-03 08:07:21,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-04-30 04:12:15,,,,Launch Kaleidoscope,Meghana Jagadish Upasani,2015-04-30 04:12:43,,,Launch Kaleidoscope v1.0,,Meghana Jagadish Upasani,Bella Yona,2015-04-30 04:13:59,,,2015-07-03 08:07:26,3,Define the report generation framework (periodicity/ formats),2015-07-03 08:07:30,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-04-30 04:12:15,,,,Launch Kaleidoscope,Meghana Jagadish Upasani,2015-04-30 04:15:21,,,Complete and adopt Reasearch model in conjunction with BD team,,Meghana Jagadish Upasani,Meghana Jagadish Upasani,2015-04-30 04:15:37,,,2015-07-03 08:07:36,4,Define the industry research and competition research framework along with BD,2015-07-03 08:07:39,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-04-30 04:12:15,,,,Launch Kaleidoscope,Meghana Jagadish Upasani,2015-04-30 04:15:21,,,Complete and adopt Reasearch model in conjunction with BD team,,Meghana Jagadish Upasani,Selvam P,2015-04-30 04:15:46,,,2015-07-03 08:07:42,4,Roll out the research for 1 or 2 verticals,2015-07-03 08:07:42,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 08:04:30,,2015-07-03 00:00:00,2015-07-03 00:00:00,JAS_ Launch kaleidoscope revamped,Meghana Jagadish Upasani,2015-07-03 08:08:02,,2015-07-03 00:00:00,Launch Banking Kaleidoscope ,2015-07-03 00:00:00,Bella Yona,Bella Yona,2015-07-03 09:08:07,To discuss the nodes with Aarti and freeze - Bella & Mridula,2015-07-03 00:00:00,2015-07-03 00:00:00,0,To discuss the nodes with Aarti and freeze,2015-07-03 09:14:53,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 08:04:30,,2015-07-03 00:00:00,2015-07-03 00:00:00,JAS_ Launch kaleidoscope revamped,Meghana Jagadish Upasani,2015-07-03 08:08:44,,,Launch Retail Kaleidoscope ,,,,,,,,,,,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 08:04:30,,2015-07-03 00:00:00,2015-07-03 00:00:00,JAS_ Launch kaleidoscope revamped,Meghana Jagadish Upasani,2015-07-03 08:13:08,,,Launch Telco Kaleidoscope ,,,,,,,,,,,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 08:04:30,,2015-07-03 00:00:00,2015-07-03 00:00:00,JAS_ Launch kaleidoscope revamped,Meghana Jagadish Upasani,2015-07-03 08:13:58,,,Launch Yoda ,,,,,,,,,,,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 08:04:30,,2015-07-03 00:00:00,2015-07-03 00:00:00,JAS_ Launch kaleidoscope revamped,Meghana Jagadish Upasani,2015-07-03 08:14:35,,,Launch Enzo,,,,,,,,,,,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 09:37:12,Tracking all the day to day solutioning activity,2015-07-06 00:00:00,2015-07-02 00:00:00,JAS_BAU,Bella Yona,2015-07-03 09:39:05,,2015-07-06 00:00:00,Yoda- OCBC,2015-07-02 00:00:00,Bella Yona,Bella Yona,2015-07-03 09:40:13,,2015-07-03 10:22:29,2015-07-02 00:00:00,5,Proposal Deck,2015-07-03 10:22:29,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 09:37:12,Tracking all the day to day solutioning activity,2015-07-06 00:00:00,2015-07-02 00:00:00,JAS_BAU,Bella Yona,2015-07-03 09:39:05,,2015-07-06 00:00:00,Yoda- OCBC,2015-07-02 00:00:00,,Bella Yona,2015-07-03 10:34:01,,2015-07-03 00:00:00,2015-07-03 00:00:00,0,Enhancment,2015-07-03 10:34:29,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 09:37:12,Tracking all the day to day solutioning activity,2015-07-06 00:00:00,2015-07-02 00:00:00,JAS_BAU,Meghana Jagadish Upasani,2015-07-03 09:41:22,,2015-07-06 00:00:00,Maya - Virgin Airlines ,2015-07-02 00:00:00,Selvam P,Selvam P,2015-07-03 10:12:40,,2015-07-06 00:00:00,2015-07-02 00:00:00,3,proposal Document,2015-07-03 10:13:11,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 09:37:12,Tracking all the day to day solutioning activity,2015-07-06 00:00:00,2015-07-02 00:00:00,JAS_BAU,Meghana Jagadish Upasani,2015-07-03 09:41:22,,2015-07-06 00:00:00,Maya - Virgin Airlines ,2015-07-02 00:00:00,Selvam P,Selvam P,2015-07-03 11:46:07,,2015-07-06 00:00:00,2015-07-02 00:00:00,3,Enhancement,2015-07-03 11:50:46,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 11:19:49,,2015-07-08 00:00:00,2015-07-03 00:00:00,JAS_Visualisation ,Meghana Jagadish Upasani,2015-07-03 11:20:48,,2015-07-07 00:00:00,Crayon HRMS,2015-07-03 00:00:00,Muthukumaran M,Muthukumaran M,2015-07-03 13:05:16,,2015-07-07 00:00:00,2015-07-03 00:00:00,2,Admin Page design and implementation,2015-07-03 13:08:14,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 11:19:49,,2015-07-08 00:00:00,2015-07-03 00:00:00,JAS_Visualisation ,Meghana Jagadish Upasani,2015-07-03 11:20:48,,2015-07-07 00:00:00,Crayon HRMS,2015-07-03 00:00:00,Muthukumaran M,Muthukumaran M,2015-07-03 13:05:51,,2015-07-05 00:00:00,2015-07-03 00:00:00,3,Bug Fixes,2015-07-03 13:08:27,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 11:19:49,,2015-07-08 00:00:00,2015-07-03 00:00:00,JAS_Visualisation ,Meghana Jagadish Upasani,2015-07-03 11:22:58,,,Marketing BAU,,,,,,,,,,,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 11:19:49,,2015-07-08 00:00:00,2015-07-03 00:00:00,JAS_Visualisation ,Meghana Jagadish Upasani,2015-07-03 11:23:46,,2015-07-06 00:00:00,Crayon Blog Design,2015-07-03 00:00:00,Muthukumaran M,Muthukumaran M,2015-07-03 13:06:34,,2015-07-06 00:00:00,2015-07-03 00:00:00,4,Blog Design 4 pages,2015-07-03 13:08:05,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 11:19:49,,2015-07-08 00:00:00,2015-07-03 00:00:00,JAS_Visualisation ,Meghana Jagadish Upasani,2015-07-03 11:24:34,,,JIRA and Strategy Tracker Integration,,,,,,,,,,,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 11:19:49,,2015-07-08 00:00:00,2015-07-03 00:00:00,JAS_Visualisation ,Meghana Jagadish Upasani,2015-07-03 11:25:12,,2015-07-08 00:00:00,Ad Hoc Design Work ,2015-07-06 00:00:00,Muthukumaran M,Muthukumaran M,2015-07-03 13:07:12,,2015-07-08 00:00:00,2015-07-06 00:00:00,2,Insights Dashboard internal version,2015-07-03 13:07:55,
Solutioning ,Ha G,2014-06-16 07:00:00,Meghana Jagadish Upasani,2015-07-03 11:19:49,,2015-07-08 00:00:00,2015-07-03 00:00:00,JAS_Visualisation ,Meghana Jagadish Upasani,2015-07-03 11:26:27,,2015-07-07 00:00:00, Crayon Website and Workable integration ,2015-07-03 00:00:00,Muthukumaran M,Muthukumaran M,2015-07-03 13:08:45,,2015-07-07 00:00:00,2015-07-03 00:00:00,1,Integration Process,2015-07-03 13:09:00,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:47,,,,"Develop clear Vertical use cases across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Ajoy Krishnamurti,2015-04-23 18:20:02,,,Identify clear market segments and the proposition for each segment.,,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:47,,,,"Develop clear Vertical use cases across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Ajoy Krishnamurti,2015-04-23 18:20:05,,,Develop use cases for each,,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:47,,,,"Develop clear Vertical use cases across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Ajoy Krishnamurti,2015-04-23 18:20:08,,,Understand industry trends and fit with product,,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:47,,,,"Develop clear Vertical use cases across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Ajoy Krishnamurti,2015-04-23 18:20:11,,,Develop standard business cases for vertical,,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:47,,,,"Develop clear Vertical use cases across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Ajoy Krishnamurti,2015-04-23 18:20:16,,,"Develop and maintain terms of service, client research templates",,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:47,,,,"Develop clear Vertical use cases across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Ajoy Krishnamurti,2015-04-23 18:20:21,,,Draw up market facing product requirements,,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:53,,,,Benchmark Crayon's products against competitions across four verticals,Ajoy Krishnamurti,2015-04-23 18:20:26,,,Map competition - and document clear differences / advantages,,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:53,,,,Benchmark Crayon's products against competitions across four verticals,Ajoy Krishnamurti,2015-04-23 18:20:30,,,"Develop clear Framework on how to identify market trends, develop vertical and product use cases, communicate effectively with Product team",,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:56,,,,Assist sales / inside sales from prospecting to closure,Ajoy Krishnamurti,2015-04-23 18:20:35,,,Develop lead qualification criteria to help Inside sales to develop a list of potential clients to target,,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:56,,,,Assist sales / inside sales from prospecting to closure,Ajoy Krishnamurti,2015-04-23 18:20:38,,,Brief for outreach to retailers by inside sales,,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:56,,,,Assist sales / inside sales from prospecting to closure,Ajoy Krishnamurti,2015-04-23 18:20:42,,,"Help create non - standard ToS / SoW if required. These might be delivered through the \""labs\"" or \""delivery\"" teams.",,,,,,,,,,,
BD - Retail,Ha G,2014-06-16 07:00:00,Ajoy Krishnamurti,2015-04-23 18:19:56,,,,Assist sales / inside sales from prospecting to closure,Ajoy Krishnamurti,2015-04-23 18:20:45,,,Scoring of leads / customers,,,,,,,,,,,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:03,,,,"Develop use cases for Telco Operators (Mobile, Broadband, ISP) and Telco-related providers(eg.Mobile advertising, Mobile payment etc) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Irene Chan,2015-04-23 18:21:26,,,Define and prioritise target customer segments and the proposition for each segment in the Telco vertical ,,Irene Chan,Irene Chan,2015-05-15 07:35:51,,2015-05-15 07:36:14,2015-05-15 07:35:57,5,rdcrbvr,2015-05-15 07:36:14,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:03,,,,"Develop use cases for Telco Operators (Mobile, Broadband, ISP) and Telco-related providers(eg.Mobile advertising, Mobile payment etc) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Irene Chan,2015-04-23 18:21:30,,,Develop at least 2 anchor use cases for each target customer segment,,,Irene Chan,2015-04-23 18:24:01,,,,0,Combine internal rationale for use case and test the application concept with industry specialists,2015-05-06 05:57:11,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:03,,,,"Develop use cases for Telco Operators (Mobile, Broadband, ISP) and Telco-related providers(eg.Mobile advertising, Mobile payment etc) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Irene Chan,2015-04-23 18:21:42,,,Understand industry trends and fit with product,,,Irene Chan,2015-04-23 18:24:10,,,,0,"Online research from news, industry analysts",2015-05-06 05:57:14,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:03,,,,"Develop use cases for Telco Operators (Mobile, Broadband, ISP) and Telco-related providers(eg.Mobile advertising, Mobile payment etc) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Irene Chan,2015-04-23 18:21:46,,,Develop business case model template that can be customised for each customer,,,Irene Chan,2015-04-23 18:24:15,,,,0,"Create a simple-to-use business model that can be applied during discussions with customer CxO level to articulate the business value (revenue & cost upside, cost/effort implications) of deploying Simpler Choices",2015-05-06 05:57:21,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:03,,,,"Develop use cases for Telco Operators (Mobile, Broadband, ISP) and Telco-related providers(eg.Mobile advertising, Mobile payment etc) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Irene Chan,2015-04-23 18:21:49,,,"Develop and maintain terms of service, client research templates",,,Irene Chan,2015-04-23 18:24:40,,,,0,Refine TOS based on learnings from each project(assuming there is already an existing TOS),2015-05-06 05:57:25,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:03,,,,"Develop use cases for Telco Operators (Mobile, Broadband, ISP) and Telco-related providers(eg.Mobile advertising, Mobile payment etc) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Irene Chan,2015-04-23 18:21:49,,,"Develop and maintain terms of service, client research templates",,,Irene Chan,2015-04-23 18:24:45,,,,0,Develop Client Research template,2015-05-06 05:57:28,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:03,,,,"Develop use cases for Telco Operators (Mobile, Broadband, ISP) and Telco-related providers(eg.Mobile advertising, Mobile payment etc) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",Irene Chan,2015-04-23 18:21:54,,,Draw up market facing product requirements,,,,,,,,,,,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:10,,,,Benchmark Crayon's products against competition within Telco vertical and across other verticals (where relevant),Irene Chan,2015-04-23 18:23:18,,,Map competition - and document clear differences / advantages,,,Irene Chan,2015-04-23 18:25:06,,,,0,"Discuss with industry analyst, other players in the market and customers",2015-05-06 05:56:51,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:10,,,,Benchmark Crayon's products against competition within Telco vertical and across other verticals (where relevant),Irene Chan,2015-04-23 18:23:21,,,"Develop clear Framework on how to identify market trends, develop vertical and product use cases, communicate effectively with Product team",,,,,,,,,,,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:14,,,,Assist sales / inside sales from prospecting to closure,Irene Chan,2015-04-23 18:23:29,,,Develop lead qualification criteria to help Inside sales to develop a list of potential clients to target,,,Irene Chan,2015-04-23 18:25:14,,,,0,Establish Key Question list to qualify a prospect customer based on the characteristics of their subscriber base ,2015-05-06 05:57:49,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:14,,,,Assist sales / inside sales from prospecting to closure,Irene Chan,2015-04-23 18:23:32,,,Brief for outreach to Telco targets by inside sales,,,,,,,,,,,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:14,,,,Assist sales / inside sales from prospecting to closure,Irene Chan,2015-04-23 18:23:36,,,"Help create non - standard ToS / SoW if required. These might be delivered through the \""labs\"" or \""delivery\"" teams.",,,,,,,,,,,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:14,,,,Assist sales / inside sales from prospecting to closure,Irene Chan,2015-04-23 18:23:41,,,Scoring of leads / customers,,,,,,,,,,,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:14,,,,Assist sales / inside sales from prospecting to closure,Irene Chan,2015-04-23 18:23:44,,,Tap ALL connections to identify Pioneer Customer list(up to 3) to prove establish market acceptance and value-add of Crayon solution offering to target segments,,,Irene Chan,2015-04-23 18:25:26,,,,0,Select 3 key customers to partner strategically.,2015-05-06 05:58:06,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:14,,,,Assist sales / inside sales from prospecting to closure,Irene Chan,2015-04-23 18:23:44,,,Tap ALL connections to identify Pioneer Customer list(up to 3) to prove establish market acceptance and value-add of Crayon solution offering to target segments,,,Irene Chan,2015-04-23 18:25:31,,,,0,Engage key customer contacts to develop deep understanding of customer problems that Crayon can solve,2015-05-06 05:58:09,
BD - Telecom,Ha G,2014-06-16 07:00:00,Irene Chan,2015-04-23 18:21:14,,,,Assist sales / inside sales from prospecting to closure,Irene Chan,2015-04-23 18:23:44,,,Tap ALL connections to identify Pioneer Customer list(up to 3) to prove establish market acceptance and value-add of Crayon solution offering to target segments,,,Irene Chan,2015-04-23 18:25:36,,,,0,Translate that to further enhancing the solution offering to become naturally applicable to many/all target customer segments,2015-05-06 05:58:15,
BD - Hospitality,Ha G,2014-06-16 07:00:00,Shankar Ramesh,2015-05-05 08:55:58,"(Hotels, Airlines, Tourism Boards and Large Travel Agents) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",2015-07-01 00:00:00,2015-05-18 00:00:00,Develop use cases for Travel & Hospitality Players,Shankar Ramesh,2015-05-05 08:56:11,,2015-05-31 00:00:00,Define and prioritise target customer segments and the proposition for each segment in T&H,2015-05-20 00:00:00,,Shankar Ramesh,2015-05-20 06:46:09,Proposition for Hotels,2015-05-31 00:00:00,2015-05-20 00:00:00,0,Hotels,2015-05-20 06:48:16,
BD - Hospitality,Ha G,2014-06-16 07:00:00,Shankar Ramesh,2015-05-05 08:55:58,"(Hotels, Airlines, Tourism Boards and Large Travel Agents) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",2015-07-01 00:00:00,2015-05-18 00:00:00,Develop use cases for Travel & Hospitality Players,Shankar Ramesh,2015-05-05 08:56:11,,2015-05-31 00:00:00,Define and prioritise target customer segments and the proposition for each segment in T&H,2015-05-20 00:00:00,,Shankar Ramesh,2015-05-20 06:47:25,Proposition for Airlines,2015-05-31 00:00:00,2015-05-20 00:00:00,0,Airlines,2015-05-20 06:47:44,
BD - Hospitality,Ha G,2014-06-16 07:00:00,Shankar Ramesh,2015-05-05 08:55:58,"(Hotels, Airlines, Tourism Boards and Large Travel Agents) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",2015-07-01 00:00:00,2015-05-18 00:00:00,Develop use cases for Travel & Hospitality Players,Shankar Ramesh,2015-05-05 08:56:11,,2015-05-31 00:00:00,Define and prioritise target customer segments and the proposition for each segment in T&H,2015-05-20 00:00:00,,Shankar Ramesh,2015-05-20 06:47:50,Proposition for Tourism Boards,2015-05-31 00:00:00,2015-05-20 00:00:00,0,Tourism Boards,2015-05-20 06:48:09,
BD - Hospitality,Ha G,2014-06-16 07:00:00,Shankar Ramesh,2015-05-05 08:55:58,"(Hotels, Airlines, Tourism Boards and Large Travel Agents) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",2015-07-01 00:00:00,2015-05-18 00:00:00,Develop use cases for Travel & Hospitality Players,Shankar Ramesh,2015-05-05 08:56:11,,2015-05-31 00:00:00,Define and prioritise target customer segments and the proposition for each segment in T&H,2015-05-20 00:00:00,,Shankar Ramesh,2015-05-20 06:48:22,Proposition for OTAs / Others,2015-05-31 00:00:00,2015-05-20 00:00:00,0,OTAs / Others,2015-05-20 06:48:50,
BD - Hospitality,Ha G,2014-06-16 07:00:00,Shankar Ramesh,2015-05-05 08:55:58,"(Hotels, Airlines, Tourism Boards and Large Travel Agents) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",2015-07-01 00:00:00,2015-05-18 00:00:00,Develop use cases for Travel & Hospitality Players,Shankar Ramesh,2015-05-05 08:56:18,,,Develop at least 2 use cases for each type of player,,,Shankar Ramesh,2015-05-05 08:56:52,,,,0,Conduct a smell-test on the use cases and test the application concept with industry folks,2015-05-05 09:08:18,
BD - Hospitality,Ha G,2014-06-16 07:00:00,Shankar Ramesh,2015-05-05 08:55:58,"(Hotels, Airlines, Tourism Boards and Large Travel Agents) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",2015-07-01 00:00:00,2015-05-18 00:00:00,Develop use cases for Travel & Hospitality Players,Shankar Ramesh,2015-05-05 08:56:25,,,Understand industry trends and fit with product,,Shankar Ramesh,Shankar Ramesh,2015-05-05 08:57:00,"Build a repository of news, industry research and other market related material that can be accessed by Solutioning & Sales teams to drive conversations.",,2015-05-20 07:36:09,2,"Online research from news, industry analysts",2015-05-20 07:36:26,
BD - Hospitality,Ha G,2014-06-16 07:00:00,Shankar Ramesh,2015-05-05 08:55:58,"(Hotels, Airlines, Tourism Boards and Large Travel Agents) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",2015-07-01 00:00:00,2015-05-18 00:00:00,Develop use cases for Travel & Hospitality Players,Shankar Ramesh,2015-05-05 08:56:29,,2015-07-01 00:00:00,Develop business case model template that can be customised for each customer,2015-05-20 00:00:00,Shankar Ramesh,Shankar Ramesh,2015-05-05 08:57:24,,2015-05-20 07:33:44,2015-05-20 00:00:00,5,"Create a simple-to-use business model that can be applied during discussions with customer CxO level to articulate the business value (revenue & cost upside, cost/effort implications) of deploying Simpler Choices",2015-05-20 07:33:44,
BD - Hospitality,Ha G,2014-06-16 07:00:00,Shankar Ramesh,2015-05-05 08:55:58,"(Hotels, Airlines, Tourism Boards and Large Travel Agents) across MAYA, YODA, ENZO and PEPPER, as well as identify potential LAB experiments",2015-07-01 00:00:00,2015-05-18 00:00:00,Develop use cases for Travel & Hospitality Players,Shankar Ramesh,2015-05-05 08:56:37,,2015-05-20 00:00:00,"Develop and maintain ToS, client research templates, market research templates, industry research templates, competitor reserch templates",2015-05-18 00:00:00,Shankar Ramesh,Shankar Ramesh,2015-05-05 09:01:09,,2015-05-18 00:00:00,2015-05-18 00:00:00,5,Develop TOS based on standard templates,2015-05-20 07:32:46,
